Título,RQ,Categoria
Hybrid Condition Monitoring for IIoT Applications,RQ2,Detecção de Anomalias/Falhas
Hybrid Condition Monitoring for IIoT Applications,RQ2,Manutenção Prescritiva / Preditiva
Hybrid Condition Monitoring for IIoT Applications,RQ3,Diagnóstico/Causa-raiz
Hybrid Condition Monitoring for IIoT Applications,RQ3,Planejamento/Otimização
Hybrid Condition Monitoring for IIoT Applications,RQ4,"Público, Dataset IDMT-ISA-ELECTRIC-ENGINE para monitoramento acústico de motores elétricos, link: https://github.com/marckonick/Hybrid%20CM%20for%20IIoT%20Applications ."
Hybrid Condition Monitoring for IIoT Applications,RQ5,Sinais (áudio/vibração/ultrassom – waveform)
Hybrid Condition Monitoring for IIoT Applications,RQ6,Edge
Hybrid Condition Monitoring for IIoT Applications,RQ7,MLP/ANN (feedforward)
Hybrid Condition Monitoring for IIoT Applications,RQ8,SHAP
Hybrid Condition Monitoring for IIoT Applications,RQ9,Ambos
Hybrid Condition Monitoring for IIoT Applications,RQ10,Classificação
Hybrid Condition Monitoring for IIoT Applications,RQ10,Latência/Tempo/Computação
Hybrid Condition Monitoring for IIoT Applications,RQ11,Implantação & Tempo real
Hybrid Condition Monitoring for IIoT Applications,RQ11,Infraestrutura & Integração
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ1,Manufatura (geral)
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ2,Manutenção Prescritiva / Preditiva
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ2,Detecção de Anomalias/Falhas
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ3,Inspeção visual/Localização
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ3,Diagnóstico/Causa-raiz
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ3,Prescrição/Recomendação
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ3,Planejamento/Otimização
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ4,"Público, Dados reais de testbed (Festo conveyor system) e dataset público “NASA Bearing Dataset” (IMS), link: https://www.kaggle.com/datasets/vinayak123tyagi/bearing-dataset ."
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ5,Séries temporais (sensores/telemetria)
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ5,Sinais (áudio/vibração/ultrassom – waveform)
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ6,Edge
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ7,Autoencoder/VAE
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ7,RNN (LSTM/GRU)
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ8,SHAP
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ8,LIME
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ8,Saliency/Grad-CAM/IG/Occlusion (visão)
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ9,Ambos
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ10,Detecção de anomalias/FDD
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ10,Classificação
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ10,Latência/Tempo/Computação
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ11,Implantação & Tempo real
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ11,Infraestrutura & Integração
Intelligent Bearing System Health Monitoring for Smart Manufacturing Conveyors,RQ11,Interpretabilidade/XAI
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ1,Siderúrgico/Metalurgia
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ2,Diagnóstico / Causa-raiz (FDD)
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ2,Controle de Qualidade (Defeitos)
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ3,Diagnóstico/Causa-raiz
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ3,Prescrição/Recomendação
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ4,Privados/proprietários
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ5,Séries temporais (sensores/telemetria)
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ5,Tabular (dados estruturados/atributos/features
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ6,Não mencionado
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ7,GNN (Graph NN)
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ7,RNN (LSTM/GRU)
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ7,Transformer/Attention
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ8,Causal/Granger/DAG/PC (inferência causal)
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ9,Globais
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ10,Classificação
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ10,Detecção de anomalias/FDD
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ10,Latência/Tempo/Computação
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ11,Modelagem
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ11,Dados
Intelligent diagnosis of hot-rolled strip steel convexity faults based on hierarchical attention cycle graph networks and causal inference,RQ11,Interpretabilidade/XAI
INTERPRETABLE TRANSFORMER-BASED VIBRATION ANALYSIS FOR ANOMALY DETECTION IN INDUSTRIAL SYSTEMS,RQ1,Manufatura (Maquinário Rotativo)
INTERPRETABLE TRANSFORMER-BASED VIBRATION ANALYSIS FOR ANOMALY DETECTION IN INDUSTRIAL SYSTEMS,RQ2,Detecção de Anomalias/Falhas
INTERPRETABLE TRANSFORMER-BASED VIBRATION ANALYSIS FOR ANOMALY DETECTION IN INDUSTRIAL SYSTEMS,RQ2,Manutenção Prescritiva / Preditiva
INTERPRETABLE TRANSFORMER-BASED VIBRATION ANALYSIS FOR ANOMALY DETECTION IN INDUSTRIAL SYSTEMS,RQ3,Diagnóstico/Causa-raiz
INTERPRETABLE TRANSFORMER-BASED VIBRATION ANALYSIS FOR ANOMALY DETECTION IN INDUSTRIAL SYSTEMS,RQ3,Prescrição/Recomendação
INTERPRETABLE TRANSFORMER-BASED VIBRATION ANALYSIS FOR ANOMALY DETECTION IN INDUSTRIAL SYSTEMS,RQ3,HITL/Confiança/Uncertainty
INTERPRETABLE TRANSFORMER-BASED VIBRATION ANALYSIS FOR ANOMALY DETECTION IN INDUSTRIAL SYSTEMS,RQ4,"Público, (“publicly available industrial vibration datasets”)"
INTERPRETABLE TRANSFORMER-BASED VIBRATION ANALYSIS FOR ANOMALY DETECTION IN INDUSTRIAL SYSTEMS,RQ5,Sinais (áudio/vibração/ultrassom – waveform)
INTERPRETABLE TRANSFORMER-BASED VIBRATION ANALYSIS FOR ANOMALY DETECTION IN INDUSTRIAL SYSTEMS,RQ6,Não mencionado
INTERPRETABLE TRANSFORMER-BASED VIBRATION ANALYSIS FOR ANOMALY DETECTION IN INDUSTRIAL SYSTEMS,RQ7,Transformer/Attention
INTERPRETABLE TRANSFORMER-BASED VIBRATION ANALYSIS FOR ANOMALY DETECTION IN INDUSTRIAL SYSTEMS,RQ8,SHAP
INTERPRETABLE TRANSFORMER-BASED VIBRATION ANALYSIS FOR ANOMALY DETECTION IN INDUSTRIAL SYSTEMS,RQ9,Ambos
INTERPRETABLE TRANSFORMER-BASED VIBRATION ANALYSIS FOR ANOMALY DETECTION IN INDUSTRIAL SYSTEMS,RQ10,Classificação
INTERPRETABLE TRANSFORMER-BASED VIBRATION ANALYSIS FOR ANOMALY DETECTION IN INDUSTRIAL SYSTEMS,RQ10,Avaliação XAI quantitativa
INTERPRETABLE TRANSFORMER-BASED VIBRATION ANALYSIS FOR ANOMALY DETECTION IN INDUSTRIAL SYSTEMS,RQ10,Latência/Tempo/Computação
INTERPRETABLE TRANSFORMER-BASED VIBRATION ANALYSIS FOR ANOMALY DETECTION IN INDUSTRIAL SYSTEMS,RQ11,Implantação & Tempo real
INTERPRETABLE TRANSFORMER-BASED VIBRATION ANALYSIS FOR ANOMALY DETECTION IN INDUSTRIAL SYSTEMS,RQ11,Generalização/Transferência
INTERPRETABLE TRANSFORMER-BASED VIBRATION ANALYSIS FOR ANOMALY DETECTION IN INDUSTRIAL SYSTEMS,RQ11,Interpretabilidade/XAI
KAN-Based Tool Wear Modeling with Adaptive Complexity and Symbolic Interpretability in CNC Turning Processes,RQ1,Manufatura (usinagem)
KAN-Based Tool Wear Modeling with Adaptive Complexity and Symbolic Interpretability in CNC Turning Processes,RQ2,RUL/Prognóstico
KAN-Based Tool Wear Modeling with Adaptive Complexity and Symbolic Interpretability in CNC Turning Processes,RQ2,Otimização / Controle de Processo
KAN-Based Tool Wear Modeling with Adaptive Complexity and Symbolic Interpretability in CNC Turning Processes,RQ2,Manutenção Prescritiva / Preditiva
KAN-Based Tool Wear Modeling with Adaptive Complexity and Symbolic Interpretability in CNC Turning Processes,RQ3,Diagnóstico/Causa-raiz
KAN-Based Tool Wear Modeling with Adaptive Complexity and Symbolic Interpretability in CNC Turning Processes,RQ3,Prescrição/Recomendação
KAN-Based Tool Wear Modeling with Adaptive Complexity and Symbolic Interpretability in CNC Turning Processes,RQ3,Planejamento/Otimização
KAN-Based Tool Wear Modeling with Adaptive Complexity and Symbolic Interpretability in CNC Turning Processes,RQ4,"Público, link: https://www.kaggle.com/datasets/drganeshkumars/flank-wear-of-cnc-lathe-tool-insert-dataset e https://github.com/567ZYC/Data-Processing-and-Explanation-for-Flank-Wear-of-CNC-Lathe-Tool-Insert-Dataset- ."
KAN-Based Tool Wear Modeling with Adaptive Complexity and Symbolic Interpretability in CNC Turning Processes,RQ5,Tabular (dados estruturados/atributos/features)
KAN-Based Tool Wear Modeling with Adaptive Complexity and Symbolic Interpretability in CNC Turning Processes,RQ6,Não mencionado
KAN-Based Tool Wear Modeling with Adaptive Complexity and Symbolic Interpretability in CNC Turning Processes,RQ7,MLP/ANN (feedforward)
KAN-Based Tool Wear Modeling with Adaptive Complexity and Symbolic Interpretability in CNC Turning Processes,RQ8,Interpretabilidade Intrínseca (white-box/simbólica)
KAN-Based Tool Wear Modeling with Adaptive Complexity and Symbolic Interpretability in CNC Turning Processes,RQ9,Globais
KAN-Based Tool Wear Modeling with Adaptive Complexity and Symbolic Interpretability in CNC Turning Processes,RQ10,Regressão
KAN-Based Tool Wear Modeling with Adaptive Complexity and Symbolic Interpretability in CNC Turning Processes,RQ10,Latência/Tempo/Computação
KAN-Based Tool Wear Modeling with Adaptive Complexity and Symbolic Interpretability in CNC Turning Processes,RQ11,Modelagem
KAN-Based Tool Wear Modeling with Adaptive Complexity and Symbolic Interpretability in CNC Turning Processes,RQ11,Generalização/Transferência
KAN-Based Tool Wear Modeling with Adaptive Complexity and Symbolic Interpretability in CNC Turning Processes,RQ11,Interpretabilidade/XAI
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ1,Multi-setor
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ2,Diagnóstico / Causa-raiz (FDD)
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ2,Manutenção Prescritiva / Preditiva
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ3,Prescrição/Recomendação
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ3,Diagnóstico/Causa-raiz
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ4,"Público, dataset interno DDS (Drivetrain Dynamics Simulator), o dataset SpectraSimulator da base OEDI e o dataset de engrenagens da University of Connecticut - UoC, link: https://data.openei.org/submissions/623 e https://figshare.com/articles/dataset/Gear_Fault_Data/6127874"
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ5,Séries temporais (sensores/telemetria)
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ6,Não mencionado
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ7,RNN (LSTM/GRU)
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ7,"Neuro-simbólico / Regras (LTN, etc.)"
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ7,Transformer/Attention
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ7,"CNN (Conv1D/2D, YOLO, Faster R-CNN, ResNet, DenseNet)"
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ8,Importância por Permutação
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ8,Contrafactual
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ9,Ambos
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ10,Classificação
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ10,Avaliação XAI quantitativa
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ10,Latência/Tempo/Computação
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ11,Interpretabilidade/XAI
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ11,Infraestrutura & Integração
LogicLSTM: Logically-driven long short-term memory model for fault diagnosis in gearboxes,RQ11,Modelagem
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,RQ1,Aeroespacial
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,RQ2,Manutenção Prescritiva / Preditiva
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,RQ2,RUL/Prognóstico
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,RQ3,Prognóstico (RUL/Health)
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,RQ3,Diagnóstico/Causa-raiz
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,RQ3,HITL/Confiança/Uncertainty
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,RQ4,"Público, C-MAPSS e N-CMAPSS para RUL de motores aeronáuticos."
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,RQ5,Séries temporais (sensores/telemetria)
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,RQ6,Não mencionado
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,RQ7,GNN (Graph NN)
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,RQ7,"CNN (Conv1D/2D, YOLO, Faster R-CNN, ResNet, DenseNet)"
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,RQ7,Transformer/Attention
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,RQ8,Atenção/Attention (pesos/heatmaps)
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,RQ8,Interpretabilidade Intrínseca (white-box/simbólica)
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,RQ9,Ambos
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,RQ10,Regressão
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,RQ11,Dados
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,RQ11,Modelagem
MSEvoNet: Multiscale Spatiotemporal Evolution Networks for Remaining Useful Life Prediction in Complex Industrial Systems,RQ11,Implantação & Tempo real
Perception modelling by invariant representation of deep learning for automated structural diagnostic in aircraft maintenance: A study case using DeepSHM,RQ1,Aeroespacial
Perception modelling by invariant representation of deep learning for automated structural diagnostic in aircraft maintenance: A study case using DeepSHM,RQ2,Detecção de Anomalias/Falhas
Perception modelling by invariant representation of deep learning for automated structural diagnostic in aircraft maintenance: A study case using DeepSHM,RQ2,Diagnóstico / Causa-raiz (FDD)
Perception modelling by invariant representation of deep learning for automated structural diagnostic in aircraft maintenance: A study case using DeepSHM,RQ2,Manutenção Prescritiva / Preditiva
Perception modelling by invariant representation of deep learning for automated structural diagnostic in aircraft maintenance: A study case using DeepSHM,RQ3,Diagnóstico/Causa-raiz
Perception modelling by invariant representation of deep learning for automated structural diagnostic in aircraft maintenance: A study case using DeepSHM,RQ3,HITL/Confiança/Uncertainty
Perception modelling by invariant representation of deep learning for automated structural diagnostic in aircraft maintenance: A study case using DeepSHM,RQ4,Simulados/gerados
Perception modelling by invariant representation of deep learning for automated structural diagnostic in aircraft maintenance: A study case using DeepSHM,RQ5,Sinais (áudio/vibração/ultrassom – waveform)
Perception modelling by invariant representation of deep learning for automated structural diagnostic in aircraft maintenance: A study case using DeepSHM,RQ5,Imagens (visão computacional)
Perception modelling by invariant representation of deep learning for automated structural diagnostic in aircraft maintenance: A study case using DeepSHM,RQ6,Não mencionado
Perception modelling by invariant representation of deep learning for automated structural diagnostic in aircraft maintenance: A study case using DeepSHM,RQ7,"CNN (Conv1D/2D, YOLO, Faster R-CNN, ResNet, DenseNet)"
Perception modelling by invariant representation of deep learning for automated structural diagnostic in aircraft maintenance: A study case using DeepSHM,RQ8,Não mencionado
Perception modelling by invariant representation of deep learning for automated structural diagnostic in aircraft maintenance: A study case using DeepSHM,RQ9,Globais
Perception modelling by invariant representation of deep learning for automated structural diagnostic in aircraft maintenance: A study case using DeepSHM,RQ10,Classificação
Perception modelling by invariant representation of deep learning for automated structural diagnostic in aircraft maintenance: A study case using DeepSHM,RQ10,Latência/Tempo/Computação
Perception modelling by invariant representation of deep learning for automated structural diagnostic in aircraft maintenance: A study case using DeepSHM,RQ11,Interpretabilidade/XAI
Perception modelling by invariant representation of deep learning for automated structural diagnostic in aircraft maintenance: A study case using DeepSHM,RQ11,Benchmarks/Padronização
Perception modelling by invariant representation of deep learning for automated structural diagnostic in aircraft maintenance: A study case using DeepSHM,RQ11,Generalização/Transferência
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ1,Manufatura (usinagem)
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ2,RUL/Prognóstico
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ2,Manutenção Prescritiva / Preditiva
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ3,Prognóstico (RUL/Health)
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ3,Planejamento/Otimização
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ3,Prescrição/Recomendação
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ4,Público
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ4,"Privado/proprietário, PHM2010 e dataset “self-constructed” pelos autores"
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ5,Sinais (áudio/vibração/ultrassom – waveform)
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ6,Não mencionado
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ7,Transformer/Attention
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ7,"CNN (Conv1D/2D, YOLO, Faster R-CNN, ResNet, DenseNet)"
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ8,SHAP
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ9,Ambos
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ10,Regressão
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ10,Latência/Tempo/Computação
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ10,Avaliação humana
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ11,Modelagem
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ11,Interpretabilidade/XAI
Physics-based feature enhancement method and physics constraint Transformer model for multi-step tool wear and RUL prediction,RQ11,Generalização/Transferência
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,RQ1,Indústria 4.0 (Genérico/Transversal)
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,RQ2,Manutenção Prescritiva / Preditiva
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,RQ2,Detecção de Anomalias/Falhas
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,RQ3,Alerta/Detecção
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,RQ3,Diagnóstico/Causa-raiz
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,RQ3,Prescrição/Recomendação
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,RQ3,Planejamento/Otimização
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,RQ4,"Público, link: https://www.kaggle.com/code/atom1991/predictive-maintenance-for-industrial-devices/input."
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,RQ5,Tabular (dados estruturados/atributos/features)
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,RQ6,Federated/Distribuído
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,RQ7,"Não DL / ML clássico (Ensembles, iForest, DrCIF, etc.)"
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,RQ8,SHAP
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,RQ8,LIME
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,RQ9,Ambos
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,RQ10,Classificação
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,RQ11,Privacidade/Confidencialidade/Regulação
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,RQ11,Interpretabilidade/XAI
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,RQ11,Generalização/Transferência
Privacy-Preserving Interpretability: An Explainable Federated Learning Model for Predictive Maintenance in Sustainable Manufacturing and Industry 4.0,RQ11,Implantação & Tempo real
Scalable Concept Extraction in Industry 4.0,RQ1,Multi-setor
Scalable Concept Extraction in Industry 4.0,RQ2,Controle de Qualidade (Defeitos)
Scalable Concept Extraction in Industry 4.0,RQ2,Detecção de Anomalias/Falhas
Scalable Concept Extraction in Industry 4.0,RQ2,Manutenção Prescritiva / Preditiva
Scalable Concept Extraction in Industry 4.0,RQ3,Inspeção visual/Localização
Scalable Concept Extraction in Industry 4.0,RQ3,HITL/Confiança/Uncertainty
Scalable Concept Extraction in Industry 4.0,RQ4,Público
Scalable Concept Extraction in Industry 4.0,RQ4,"simulados, link: https://doi.org/10.5281/zenodo.7970596 e https://doi.org/10.5281/zenodo.7970490"
Scalable Concept Extraction in Industry 4.0,RQ5,Imagens (visão computacional)
Scalable Concept Extraction in Industry 4.0,RQ6,Não mencionado
Scalable Concept Extraction in Industry 4.0,RQ7,"CNN (Conv1D/2D, YOLO, Faster R-CNN, ResNet, DenseNet)"
Scalable Concept Extraction in Industry 4.0,RQ8,Concept-based (TCAV/ECLAD/SPACE)
Scalable Concept Extraction in Industry 4.0,RQ9,Globais
Scalable Concept Extraction in Industry 4.0,RQ10,Classificação
Scalable Concept Extraction in Industry 4.0,RQ10,Avaliação XAI quantitativa
Scalable Concept Extraction in Industry 4.0,RQ11,Interpretabilidade/XAI
Scalable Concept Extraction in Industry 4.0,RQ11,Modelagem
Scalable Concept Extraction in Industry 4.0,RQ11,Implantação & Tempo real
Scale‑preserving automatic concept extraction (SPACE),RQ1,Multi-setor
Scale‑preserving automatic concept extraction (SPACE),RQ2,Controle de Qualidade (Defeitos)
Scale‑preserving automatic concept extraction (SPACE),RQ2,Detecção de Anomalias/Falhas
Scale‑preserving automatic concept extraction (SPACE),RQ3,Diagnóstico/Causa-raiz
Scale‑preserving automatic concept extraction (SPACE),RQ3,HITL/Confiança/Uncertainty
Scale‑preserving automatic concept extraction (SPACE),RQ3,Planejamento/Otimização
Scale‑preserving automatic concept extraction (SPACE),RQ4,"Público, link: https://github.com/Data-Science-in-Mechanical-Engineering/SPACE"
Scale‑preserving automatic concept extraction (SPACE),RQ5,Imagens (visão computacional)
Scale‑preserving automatic concept extraction (SPACE),RQ6,Não mencionado
Scale‑preserving automatic concept extraction (SPACE),RQ7,"CNN (Conv1D/2D, YOLO, Faster R-CNN, ResNet, DenseNet)"
Scale‑preserving automatic concept extraction (SPACE),RQ8,Concept-based (TCAV/ECLAD/SPACE)
Scale‑preserving automatic concept extraction (SPACE),RQ8,Saliency/Grad-CAM/IG/Occlusion (visão)
Scale‑preserving automatic concept extraction (SPACE),RQ9,Globais
Scale‑preserving automatic concept extraction (SPACE),RQ10,Classificação
Scale‑preserving automatic concept extraction (SPACE),RQ10,Avaliação XAI quantitativa
Scale‑preserving automatic concept extraction (SPACE),RQ11,Interpretabilidade/XAI
Scale‑preserving automatic concept extraction (SPACE),RQ11,Modelagem
Scale‑preserving automatic concept extraction (SPACE),RQ11,Dados
