Título,RQ1,RQ2,RQ3,RQ4,RQ5,RQ6,RQ7,RQ8,RQ9,RQ10,RQ11
Shapley-based Explainable AI for Clustering Applications in Fault Diagnosis and Prognosis,"Setor de Manufatura de Semicondutores e Setor Aeroespacial, focado especificamente no monitoramento de motores turbofan.","Diagnóstico de Falhas (identificação e classificação de anomalias raras) e Prognóstico, com foco na predição de falha de componentes e na estimativa da Vida Útil Restante (RUL - Remaining Useful Life) do equipamento.","O framework cria clusters “information-dense” alinhados às predições do modelo usando valores de Shapley; depois gera regras de decisão simples (1–2 termos, em escala original das variáveis) para caracterizar clusters com alta precisão, apoiando interpretação, triagem e alocação de recursos/manutenção (ex.: staffing, decisões de PdM). ",Origem mista. O estudo utiliza dados do mundo real privados (provenientes de um processo de manufatura de semicondutores) e dados públicos de benchmark simulados (o dataset de motores turbofan C-MAPSS associado ao desafio 2021 PHM Data Challenge da NASA). O link informado para o dataset público é: https://www.nasa.gov/content/prognostics-center-of-excellence-data-set-repository .,Imagens bidimensionais (perfis de medição agregados em mapas de calor RGB) e dados estruturados baseados em séries temporais multivariadas com medições contínuas de 18 sensores dinâmicos e condições de operação estáticas.,"Não mencionado de forma explícita como Edge, Cloud ou híbrido.","Convolutional Autoencoder (CAE) para extração de features no caso de semicondutores; ANNs simples (scikit-learn, 1 camada oculta) para classificação semi-supervisionada; no caso PHM, um xANN (2 camadas ocultas) para múltiplos outputs (estado de saúde, componentes e RUL).",SHAP,Ambos.,"Para avaliar o desempenho primário do modelo, utilizou-se Precisão (Precision), Revocação (Recall), F1-Score e RMSE (Raiz do Erro Quadrático Médio, focada na previsão de RUL contínua). O sucesso algorítmico das explicações e dos agrupamentos foi mensurado por Informação Mútua Normalizada (NMI - medindo estabilidade) associada às métricas matemáticas de Precisão e Recall exclusivas para julgar a eficácia e isolamento das regras linguísticas geradas.","Datasets industriais com class imbalance e rótulos fracos/parciais; limitação de clustering puramente não supervisionado em separar anomalias; necessidade de interpretabilidade para adoção; custo computacional proibitivo de Shapley/SHAP para uso online/tempo real; e, no caso de LIME (discutido), instabilidade/brittleness e dependência de definir vizinhança local."
Steel Plates Fault Detection with Explainable Inter-Attribute Attention Network,"Setor siderúrgico e metalúrgico, com foco na produção e manufatura de placas de aço.","Controle de qualidade e detecção automática de falhas industriais (classificação de defeitos em produtos de aço, englobando 7 tipos de falhas específicas, como arranhões, manchas, sujeiras e inchaços).","O sistema deduz a importância relativa de cada característica analisada na predição e explica como o algoritmo chegou à sua conclusão final. Essa transparência auxilia o tomador de decisão a compreender os atributos críticos que indicam a falha por meio de gráficos, orientando decisões de processo e permitindo podar o modelo para requisitos específicos de otimização baseando-se na análise de caso médio.","Os dados são públicos (benchmark). O estudo utiliza o ""Steel Plates Faults Dataset"" originário da Semeion, que se encontra hospedado e disponível no repositório UCI Machine Learning. O link fornecido no artigo é: http://archive.ics.uci.edu/ml/index.php .","Dados numéricos tabulares. O modelo consome um vetor contendo 27 atributos extraídos (features) que capturam medidas geométricas e índices físicos da placa, incluindo soma da luminosidade, logaritmo e índice das áreas, comprimento da esteira de transporte, índice de orientação e espessura da placa de aço.","Não mencionado de forma explícita como Edge, Cloud ou híbrido.",MLP (Multilayer Perceptron) + mecanismos de atenção (multi-head self-attention com scaled dot-product attention e uma attention layer adicional) compondo a arquitetura proposta EIA-AttNet; LSTM aparece como baseline comparativo. ,Atenção inter-atributos (self-attention + single-attention) usada como mecanismo explicável para inferir a importância relativa dos atributos na decisão; não há uso de SHAP/LIME/Grad-CAM no método proposto. ,Ambos.,"F1-score, Accuracy, Precision e Recall (comparação com 9 baselines).",Principais dificuldades citadas: baixa interpretabilidade de arquiteturas neurais em domínios industriais críticos (segurança/confiabilidade) e necessidade de explicações para confiança/adoção; desbalanceamento do dataset (tratado com SMOTE); e necessidade de explicações úteis tanto específicas quanto gerais para apoiar otimização do modelo e tomada de decisão.
Through the Lens of Explainability: Enhancing Trust in Remaining Useful Life Prognosis Models,Setor de manufatura siderúrgica.,"Prognóstico da Vida Útil Restante (RUL - Remaining Useful Life) para manutenção preditiva, visando especificamente estimar o número restante de operações (corridas) que um forno suportará antes da ocorrência de uma falha.","A técnica gera mapas de calor (heatmaps) que ilustram visualmente as pontuações de relevância de cada variável física (como temperatura, pressão e vibração). Isso fornece um entendimento claro e intuitivo sobre quais fatores mais contribuíram para a predição da vida útil, capacitando o operador a validar a saída do modelo e a tomar decisões de manutenção informadas de forma transparente.",Dados privados e proprietários.,"Dados numéricos tabulares baseados em séries temporais divididas em janelas deslizantes (sliding windows), englobando informações e medições contínuas de múltiplos sensores físicos (como vibração, temperatura e pressão).","Não mencionado de forma explícita como Edge, Cloud ou híbrido.","CNN, LSTM e DA-LSTM (método SOTA baseado em dual attention + LSTM com abordagem “lightweight”). ",Layer-Wise Relevance Propagation (LRP).,Locais.,"Para avaliar o poder de predição técnica do modelo, utilizou-se o Erro Absoluto Médio (MAE) e a Raiz do Erro Quadrático Médio (RMSE). Para quantificar as explicações do XAI através do toolkit Quantus, utilizou-se métricas de Robustez (Avg-Sensitivity e Local Lipschitz Estimate) e de Complexidade (Sparseness medida pelo Índice de Gini e Complexidade avaliada pela contribuição fracionária da magnitude).","Falta de confiança/adoção por usuários industriais devido à natureza black-box dos modelos de ML/DL; limitação de avaliações subjetivas de explicações (variabilidade humana), motivando validação quantitativa; necessidade de lidar com trade-off entre acurácia (LSTM/DA-LSTM melhores em RMSE/MAE) e explicabilidade (CNN com explicações mais robustas/simples); e limitação de reprodutibilidade por confidencialidade do dataset (não público). "
Towards a Comprehensive Visual Quality Inspection for Industry 4.0.,Setor de Manufatura de Bens de Consumo e Eletroeletrônicos.,"Controle de Qualidade e inspeção visual automatizada, com a finalidade de detectar defeitos na impressão das peças (como impressões duplas ou interrompidas) e garantir a conformidade dos produtos comercializados.","O sistema utiliza limiares de probabilidade de incerteza do modelo para decidir proativamente se uma peça pode ser aprovada ou se requer envio para revisão humana. Durante a revisão, a técnica auxilia o tomador de decisão fornecendo dicas visuais diretas (através de mapas de anomalia, mapas de calor e apresentação da imagem rotulada mais semelhante) que indicam a localização potencial do defeito, visando reduzir erros de anotação e acelerar o processo.",Dados privados e proprietários.,"Imagens bidimensionais, compreendendo fotografias reais de produtos manufaturados que passam pela esteira de inspeção, complementadas por imagens sintéticas de defeitos.","Não mencionado de forma explícita como Edge, Cloud ou híbrido.","RAEM (unsupervised anomaly detection), ResNet-18 pré-treinada para extração de features e MLP (2 camadas densas: 512 e 100, ReLU e softmax) para classificação supervisionada; Lightweight GAN para geração sintética de imagens.","Grad-CAM (heatmap), anomaly maps do DRAEM como dica visual de defeito, e “nearest labeled image” como explicação/auxílio de referência (não é XAI clássico, mas é técnica de hinting interpretável usada no pipeline).",Locais.,"Grad-CAM (heatmap), anomaly maps do DRAEM como dica visual de defeito, e “nearest labeled image” como explicação/auxílio de referência (não é XAI clássico, mas é técnica de hinting interpretável usada no pipeline).","Incerteza do modelo e necessidade de definir limiar de qualidade para balancear recall vs. carga de revisão manual; desbalanceamento de classes em inspeção visual (poucos defeitos), que degrada a performance de anotação humana; fadiga/queda de atenção do anotador ao longo do tempo (F1 cai ≥0,19 em ~1h), motivando mistura com imagens sintéticas; limitação do estudo pelo número/variedade de participantes (apenas membros do laboratório)."
Towards AI driven surface roughness evaluation in manufacturing: a prospective study,Setor de manufatura de precisão.,"Avaliação preditiva e controle de qualidade da rugosidade de superfície, visando a predição numérica contínua ou classificação do acabamento de peças manufaturadas.","O sistema permite fornecer análises de predição em tempo real para que os operadores realizem correções ativas nos parâmetros da máquina na busca pela manufatura com zero defeitos. Onde o suporte explicável atua, as técnicas identificam fatores de parâmetros e segmentos específicos de tempo-frequência que mais afetam as peças, fornecendo insights acionáveis que permitem a otimização econômica e a transição segura para a tomada de decisão orientada por dados.","O artigo é uma revisão sistemática (2014–2024) e reporta que os estudos usam majoritariamente dados reais (experimentos/produção) e, em menor número, dados simulados; a revisão afirma que não foram encontrados benchmarks padronizados específicos para predição de rugosidade superficial e aponta lacuna de datasets benchmark.","Dados tabulares de controle (parâmetros operacionais e numéricos de usinagem), sinais contínuos multimodais provenientes de sensores de máquina (dinamômetros medindo força de corte, sinais de vibração via acelerômetros e emissões acústicas/som) e dados imagéticos envolvendo fotografias bidimensionais de superfícies capturadas por câmeras ou nuvens de pontos extraídas de lasers 3D.","O artigo menciona integração com edge computing e sensores inteligentes como habilitador de análise/decisão em tempo real, mas não especifica uma arquitetura de execução (edge/cloud/híbrida) para um modelo único (por ser revisão).","A revisão cita, em termos gerais, uso de CNN (visão) e LSTM (modelos sequenciais) como exemplos de DL em aplicações de predição/avaliação.",SHAP,Ambos.,"Para predições baseadas em regressão, adota-se o Erro Absoluto Médio (MAE), Raiz do Erro Quadrático Médio (RMSE) e o Coeficiente de Determinação (R²). Para abordagens de classificação de rugosidade, utiliza-se a Acurácia, Precisão, Revocação (Recall), F1-Score, Área Sob a Curva (AUC) da característica ROC e a Matriz de Confusão.","Principais lacunas destacadas: dificuldade de consolidar a pipeline completa (dados→processamento→modelos), ausência de datasets benchmark padronizados para rugosidade, necessidade de modelos mais explicáveis (XAI), além de desafios de integração de dados (múltiplas modalidades e escalas) e de medições consistentes/robustas em ambiente industrial."
Towards big industrial data mining through explainable automated machine learning,Setor de manufatura industrial,"A aplicação principal do estudo de caso aborda o Controle de Qualidade (predição de conformidade de produtos), embora o sistema também tenha sido aplicado genericamente para embasar Manutenção Preditiva em sua formulação metodológica.","A plataforma recomenda automaticamente pipelines (algoritmo + hiperparâmetros) e fornece rastreabilidade/explicação por múltiplos níveis (visão do processo AutoML, estatísticas do modelo, matriz de confusão, caminho de decisão, what-if com contribuições de features, e análise de importância de hiperparâmetros via ANOVA para refinamento quando o resultado é insatisfatório).","Principalmente públicos (360 datasets reais de manufatura coletados de UCI, OpenML, Kaggle e KEEL) e um caso real de “manufacturing quality prediction” com 187.156 registros históricos (1 ano) de uma unidade produtiva; links específicos de datasets não são fornecidos no texto. ","Dados tabulares numéricos e categóricos. A base de ingestão do modelo manipula metacaracterísticas (meta-features) extraídas dos processos industriais, contemplando métricas diretas sobre dimensões do conjunto e propriedades estatísticas como número de instâncias, atributos, entropia e assimetria.","Não mencionado de forma explícita como Edge, Cloud ou híbrido.","Não mencionado. O framework baseia-se exclusivamente em algoritmos clássicos de Machine Learning nas suas experimentações e compilações, tais como Random Forest, k-NN, Support Vector Classifier, AdaBoost, Gradient Boosting e SGD.",AMLExplainer.,Ambos.,"A performance do módulo de recomendação de aprendizado de máquina é aferida através das métricas Acurácia, Precisão, Revocação (Recall), F1-Score e Tempo de Execução. O grau de qualidade e assertividade do componente XAI não obteve métricas matemáticas ou pontuações; o desempenho explicativo foi medido de modo puramente qualitativo por meio da condução de testes e entrevistas de validação diretamente com especialistas humanos do ambiente produtivo.","Complexidade de seleção/configuração de modelos para não especialistas; falta de transparência em AutoML (perguntas sobre exploração do espaço de busca, over/underfitting e confiabilidade da recomendação) reduz confiança e dificulta melhoria quando o resultado é ruim; barreiras de custo computacional em AutoML (tempo/recursos); dados industriais grandes, heterogêneos e distribuídos; necessidade de interfaces mais intuitivas e explicações para adoção em aplicações industriais críticas."
Towards region-based robotic machining system from perspective of intelligent manufacturing: A technology framework with case study,Setor Automobilístico,"Reparo de defeitos e Controle de Qualidade (detecção, localização e lixamento robotizado de pequenas escórias de solda a ponto espalhadas pela lataria).","O sistema automatiza o ajuste e a tomada de decisão da trajetória de usinagem. Após detectar e agrupar as escórias de solda, o algoritmo de Dijkstra toma a decisão autônoma de qual é o caminho de lixamento mais curto e eficiente para o robô executar, enviando as coordenadas diretamente para a máquina.",Dados privados e proprietários.,Imagens bidimensionais em escala de cinza capturadas por um sistema de visão computacional binocular.,"Não mencionado de forma explícita como Edge, Cloud ou híbrido.","Redes Neurais Convolucionais (CNN), utilizando especificamente uma versão customizada e melhorada da arquitetura YOLO v3.",Não mencionado.,Não mencionado.,"Para o modelo de detecção, utilizaram-se as métricas de Precisão (Precision Rate / Rp), Revocação (Recall Rate / RR), Acurácia (Accuracy / Acc) e F1-Score. Para a validação espacial, mediu-se o erro médio de posicionamento (em milímetros e porcentagem) e a Rugosidade da superfície usinada (Ra).","Principais desafios relatados: (i) defeitos muito pequenos e distribuídos aleatoriamente → baixa acurácia/recall em detecção de tiny targets; (ii) dificuldade/ineficiência de posicionamento por reconstrução 3D devido ao tamanho do defeito e FOV; (iii) necessidade de gerar trajetória de retífica que cubra regiões e mantenha configuração viável do robô (evitar problemas de eixos), exigindo decisão autônoma de caminho e pontos de transição/entrada/saída."
Transforming chemical process engineering The role of AI and machine learning in revolutionizing process systems,"Setor Químico e de Engenharia de Processos (abrangendo indústrias petroquímica, farmacêutica, refinarias, energia e tratamento de água).","Otimização de Sistemas de Processos (melhoria de rendimento e eficiência energética), Manutenção Preditiva, Detecção e Diagnóstico de Falhas (FDD) e Controle de Processos em tempo real.","Sugere ações de mitigação, automatiza o controle e o ajuste de parâmetros operacionais em tempo real (Otimização em Tempo Real - RTO) e emite alertas precoces para prevenção de falhas auxiliados por ferramentas de interpretabilidade para análise de causa raiz.","Por ser um artigo de revisão, não apresenta um dataset único; discute dados típicos de CPI (históricos operacionais, sensores/SCADA/IIoT, dados de laboratório e simulações/modelos físicos).","Dados industriais multivariados de processos químicos (principalmente séries temporais de sensores/variáveis de processo, dados tabulares de operação/qualidade, e dados de simulação/“digital twins”); também discute aplicações de visão/inspeção e dados em contextos IIoT em nível conceitual (sem detalhar um dataset específico).","A revisão menciona cloud computing (plataformas em nuvem para escalabilidade) e edge computing/IoT como tendências para operação e monitoramento em tempo real em CPI, mas não define uma arquitetura única de implantação (edge/cloud/híbrida) para um sistema específico; discute desafios gerais como custo/complexidade computacional e requisitos de integração com sistemas legados.","Redes Neurais Artificiais (ANN), Redes Neurais Convolucionais (CNN), Redes Neurais Recorrentes (RNN) como Long Short-Term Memory (LSTM), Autoencoders, Redes Adversárias Generativas (GAN), Transformadores (Transformers) e arquiteturas baseadas em Aprendizado por Reforço (RL).",SHAP e LIME,Ambos.,"Métricas tradicionais de predição de aprendizado de máquina como Erro Quadrático Médio (MSE), Raiz do Erro Quadrático Médio (RMSE), Acurácia, Precisão, Recall e F1-Score, além de métricas de desempenho industrial como redução percentual de consumo de energia e aumento de rendimento de produto.","A revisão destaca limitações para uso real em CPI, incluindo: qualidade/disponibilidade de dados, dificuldade de criar datasets representativos; baixa interpretabilidade de modelos black-box (especialmente em indústrias reguladas); complexidade computacional e escalabilidade para big data/tempo real; integração com sistemas legados; e questões regulatórias/éticas e de privacidade (incluindo governança e transparência)."
TwinExplainer Explaining Predictions of an Automotive Digital Twin,Setor Automobilístico,"Manutenção Preditiva (PdM) e Detecção de Anomalias focada no monitoramento contínuo da saúde de subsistemas críticos do veículo (como motor, transmissão, combustível e freios).","O TwinExplainer explica predições do Digital Twin (incluindo anomalias) ao quantificar a contribuição dos canais de sensores com SHAP (gráficos como bar/summary/dependence/force plots) e complementar com explicações linguísticas geradas por LLMs para stakeholders automotivos, apoiando entendimento de causa e decisão de manutenção.","VePRO (Vehicle Performance, Reliability, and Operations), desenvolvido por USACE e Mississippi State University, com dados operacionais de frotas de veículos militares (medidas de sensores em séries temporais, falhas detectadas e relatórios de manutenção).","Séries temporais baseadas em dados de sensores. Os dados compreendem observações contínuas de 15 canais de sensores veiculares (incluindo velocidade, temperatura do refrigerante, carga do motor, pressão, entre outros) processados por janelas deslizantes.","Não mencionado de forma explícita como Edge, Cloud ou híbrido.",Redes Convolucionais Temporais (TCN - Temporal Convolutional Network).,SHAP,Ambos.,"Para o cálculo e limiar de detecção de anomalias, o estudo utiliza a Distância de Mahalanobis (MD)","Falta de explicabilidade em Digital Twins baseados em deep learning (black-box), o que reduz confiança e dificulta tomada de decisão informada; necessidade de entender causa raiz de comportamento anômalo em canais de sensores para intervenção oportuna e adoção prática por stakeholders automotivos. "
Using an Explainable Machine Learning Approach to Minimize Opportunistic Maintenance Interventions,Indústria de plásticos e manufatura de matrizes,"Manutenção baseada na condição (Manutenção Oportunística) e Diagnóstico de Falhas, visando detectar sintomas e anomalias indicativas de degradação ou entupimento do pacote de telas/filtros da máquina extrusora.","Detecta anomalias agrupadas como sintomas de screen pack clogged, isola/identifica as anomalias relevantes com regras baseadas em conhecimento de processo + SHAP (atribuição por feature no score de anomalia), permitindo decidir se deve ou não substituir o screen pack quando surge uma oportunidade (em vez de trocar cegamente em periodicidade fixa).",Dados privados e proprietários.,"Séries temporais multivariadas obtidas através de sensores da máquina, contendo variáveis contínuas referentes à velocidade de rotação do parafuso, taxa de transferência de material, temperatura de derretimento, pressão da cabeça da extrusora e corrente elétrica do motor.","Não mencionado de forma explícita como Edge, Cloud ou híbrido.","Não mencionado. A arquitetura proposta não emprega redes neurais profundas, sendo construída apenas sobre algoritmos clássicos de aprendizado de máquina, especificamente o método Isolation Forest (iForest) para detectar as anomalias.",SHAP,Ambos.,Não mencionado,"Principais limitações/dificuldades: ausência de dados rotulados (impede avaliação formal), não-estacionariedade/regime changes no processo (ex.: mudanças de material, desgaste do screw, die sujo/danificado), múltiplos modos de falha e contextos ocultos (risco de confundir clusters), correlação entre variáveis (viés do iForest e permutações irrealistas no SHAP), e necessidade de que alarmes automáticos (ex.: threshold de nº de anomalias por período) sejam atualizados frequentemente pelos usuários finais conforme mudanças no processo."
Using Deep Learning to Value Free-Form Text Data for Predictive Maintenance,Setor Aeronáutico,"Manutenção Preditiva e Controle de Planejamento de Produção, focando na predição da severidade da falha (se vai ou não parar a produção), predição do tempo estimado de duração da manutenção e predição das potenciais causas do problema na máquina.","O sistema classifica o nível e a duração das falhas a partir de textos abertos, auxiliando o tomador de decisão a reprogramar ativamente o chão de fábrica e a designar o técnico mais apropriado sem impor novas interfaces de coleta de dados aos operadores. A técnica fornece transparência visual extraindo e destacando quais palavras específicas dos relatórios guiaram o algoritmo para aquela conclusão, gerando insights diretos sobre os problemas crônicos.",Dados privados e proprietários.,Dados textuais não estruturados (textos livres em linguagem natural redigidos pelos operadores e técnicos nos relatórios diários de manutenção).,"Não mencionado de forma explícita como Edge, Cloud ou híbrido.","Arquiteturas baseadas em Transformers (especificamente os modelos de linguagem CamemBERT e FlauBERT, ambos derivados do BERT / RoBERTa).",LIME,Ambos.,"Para avaliar as predições de aprendizado de máquina, empregou-se estritamente o Coeficiente de Correlação de Mathews (MCC). Para validar a qualidade matemática do agrupamento dos dados (clustering), utilizou-se o Coeficiente de Silhueta (Silhouette Coefficient).","Logs de manutenção com forte desbalanceamento (classes raras), texto ruidoso e heterogêneo (typos, jargão, abreviações), e baixa interpretabilidade de modelos (resistência humana/baixa cultura digital); além disso, menciona desafios de integração MES–outros sistemas de planejamento e necessidade de reduzir pré-processamento manual (ex.: evitar spell-checking manual)."
Utilizing knowledge graphs for explainable artificial intelligence in manufacturing,Setor de Manufatura Inteligente e Linhas de Montagem Robotizadas,"Controle de Qualidade e Detecção de Defeitos, focado em classificar séries temporais para identificar anomalias correspondentes à ausência de componentes no produto final montado (como um foguete sem nariz ou sem seções do corpo).","O sistema utiliza uma interface para emitir explicações e justificativas em nível de usuário ao identificar um defeito. A técnica auxilia o tomador de decisão indicando o valor anômalo do sensor, o nome do robô afetado, a função que estava sendo executada na fase específica do ciclo e apontando a localização física do ativo em falha em uma imagem de mapa da planta. Isso garante transparência para um diagnóstico rápido da causa raiz.",Dados privados e proprietários.,"Séries temporais de sensores do chão de fábrica (principalmente sinais de potenciômetros e load cells dos grippers; no caso do classificador, foram usadas como features os potenciômetros dos robôs 2 e 3).","Sistema local/híbrido OT–IT em tempo real: sensores/equipamentos → PLC (com OPC UA server) → aplicação (OPC UA client) → classificador + DPO; a ontologia roda em Neo4j containerizado (Docker) e consultado via API pela aplicação. Desafios/latência: o paper reporta overhead baixo (carregamento e query da ontologia em milissegundos) e “minor delay” na geração de predição, passível de otimização.","O algoritmo de classificação primário utilizado foi o DrCIF (Canonical Interval Forest), que para esse contexto os autores pontuam ser moldado como uma culminação de múltiplas camadas de redes neurais associadas a características dependentes de fase de séries temporais.","Knowledge Graph/Ontologia + raciocínio semântico (ontology-based XAI): DPO (KG) + Reasoner rule-based para explicar o output do classificador com contexto de processo (cycle states, funções, ranges de sensores).",Locais.,"Para o desempenho do algoritmo de detecção em si, utilizou-se o F1-Score (que obteve pontuação de 99%). Para avaliar as restrições da infraestrutura de IA, mediu-se a Latência Computacional (tempo de carregamento e tempo de consulta dos grafos). Para o método XAI implementado, os autores declaram que não aplicaram métricas quantitativas convencionais (como fidelidade ou robustez), pois a avaliação da explicação ocorreu baseada na viabilidade qualitativa de nível de usuário e percepção de domínio pelo especialista.","Para o desempenho do algoritmo de detecção em si, utilizou-se o F1-Score (que obteve pontuação de 99%). Para avaliar as restrições da infraestrutura de IA, mediu-se a Latência Computacional (tempo de carregamento e tempo de consulta dos grafos). Para o método XAI implementado, os autores declaram que não aplicaram métricas quantitativas convencionais (como fidelidade ou robustez), pois a avaliação da explicação ocorreu baseada na viabilidade qualitativa de nível de usuário e percepção de domínio pelo especialista."
XAI Sustainable Human in the Loop Maintenance,Setor Automobilístico,"Manutenção Preditiva e decisões de tratamento de fim de vida útil de ativos (focado em identificar e decidir sobre a reciclagem, remanufatura, manutenção ou reutilização sustentável de peças).","O framework propõe narrativas explicáveis (XAI) para justificar previsões/decisões do sistema, combinando ML + regras/contexto humano e exibindo processos de manutenção como fluxos (flowcharts) com instruções e justificativas via AR (tablet/óculos), incluindo recomendação e justificativa para opções de circularidade no fim de vida. ",Não mencionado.,"Fusão de dados multimodais. O modelo arquitetural abrange a integração de dados contínuos de sensores de máquinas (IoT), simulações de Gêmeos Digitais, dados de mercado de matérias-primas, descrições textuais e vocais (áudio transcrito) registradas pelos operadores humanos e dados extraídos de sensores vestíveis (wearables) para análise ergonômica.","Não mencionado de forma explícita como Edge, Cloud ou híbrido.","O framework propõe a incorporação genérica do termo ""Deep Learning"" em seu módulo de predição, listando-o em conjunto com Árvores de Decisão, Regressão e Random Forest, sem especificar detalhadamente arquiteturas de redes neurais profundas.","O framework é impulsionado pelo uso de Descrições Semânticas fundamentadas em Ontologias, combinação de regras baseadas no conhecimento humano (knowledge base) e extração de regras inteligíveis nativas a partir de Árvores de Decisão, traduzidas em narrativas formatadas em texto e áudio para os operadores.",Locais.,Não mencionado,"Falta de confiança em sistemas ML “black-box” e necessidade de comunicação e confiança entre humano e automação; dificuldade de incorporar contexto (tacit knowledge, regras, ambiente/situação) em decisões automatizadas; necessidade de manter o humano no loop especialmente para decisões de fim de vida/sustentabilidade; trade-off entre modelos transparentes (ex.: árvores) e poder de padrões (ex.: deep learning); necessidade de explicações adaptadas ao contexto (treinamento vs auditoria/validação)."
XAI-KG: knowledge graph to support XAI and decision-making in manufacturing.,Setor de Manufatura Inteligente,"Previsão de Demanda (Demand Forecasting), visando orientar decisões operacionais e estratégicas referentes a recursos, trabalhadores, produtos manufaturados e logística.","O sistema recomenda opções de tomada de decisão baseadas nas previsões de demanda e em heurísticas, e fornece explicações que destacam os elementos mais relevantes para cada previsão. A técnica estrutura um Grafo de Conhecimento associado a interfaces de conversação para coletar o feedback do usuário, permitindo que os operadores julguem a confiabilidade da previsão e retroalimentem o modelo para melhorar futuras explicações e recomendações.","Simulados/gerados + Privados/proprietários,","Dados tabulares e séries temporais de negócio/operação: histórico diário de shipments, previsões diárias de demanda por material e cliente, rankings de relevância de features por forecast, explicações textuais/estruturadas derivadas do ranking e registros de feedback/ações do usuário (no protótipo, sintéticos).","Não mencionado de forma explícita como Edge, Cloud ou híbrido.","Não mencionado. O texto relata o uso de ""modelos preditivos"" e ""modelos de IA"" para realizar as previsões de demanda, mas não especifica quais arquiteturas exatas (como CNN, LSTM, Random Forest, etc.) foram treinadas para gerar as predições.",LIME,Locais.,"Avaliação estrutural do knowledge graph por métricas de grafo: #nodes, #paths, Total Path Length (TPL), Maximum Path Length (MPL) e Average Path Length (APL).","Pouca pesquisa/medidas validadas para avaliar qualidade de explicações e como influenciam decisões; necessidade de coletar, modelar e armazenar previsões, explicações, opções de decisão e feedback; necessidade de apresentar explicações de forma clara/convincente ao usuário; limitação do estudo por não ter feedback real de usuários (substituído por feedback sintético) e necessidade futura de serviços conversacionais/active learning para aquisição de rótulos e melhoria contínua."
XFDDC: eXplainable Fault Detection Diagnosis and Correction framework for chemical process systems,Setor Químico,"Detecção, Diagnóstico e Correção de Falhas (FDD - Fault Detection, Diagnosis, and Correction).",O sistema fornece justificativas visuais sobre as variáveis (sensores) responsáveis pela anomalia detectada e emite recomendações de ações corretivas. Essas recomendações indicam quantitativamente o quanto os valores das variáveis de entrada manipuláveis precisam ser alterados para corrigir a situação de falha e retornar a um estado normal de operação contínua.,Os dados são públicos e baseados em simulação. Foi adotado o dataset de benchmark Tennessee Eastman Process (TEP). A versão utilizada do repositório pode ser acessada indiretamente através da referência de dados estendidos hospedada no Harvard Dataverse.,"Dados tabulares de séries temporais de processos e sensores multivariados, consistindo em um total de 53 características (sendo 41 variáveis de medição do sistema e 11 variáveis manipuladas de processo).","Não mencionado de forma explícita como Edge, Cloud ou híbrido.","Não mencionado como solução principal (o trabalho é centrado em ML clássico/ensemble). Modelos avaliados para FDD incluem XGBoost (melhor), CatBoost, Random Forest, Naive Bayes, KNN; e uma versão transparente rule-based STEL extraída do XGBoost (inTrees), porém com menor desempenho.",TreeSHAP,Ambos.,O sucesso do algoritmo para realizar a classificação das falhas foi medido pela Taxa de Detecção de Falhas (FDR - Fault Detection Rate) e F1-Score.,Trade-off performance vs explainability (modelos black-box podem ter alta acurácia mas baixa confiança/risco de decisões erradas em ambiente crítico); necessidade de confiança entre stakeholders e conformidade (menciona GDPR como motivação); inconsistência potencial ao usar múltiplos métodos XAI; limitações práticas para contrafactuais em cenário multi-classe (complexidade → aplicado com classes limitadas e possibilidade de mascarar variáveis incontroláveis).
